region_bld,clim,urt,mat,year,value
R32CHN,Zone_7B Very cold Dry,urb,sub,2040,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2045,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2050,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2055,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2060,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2065,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2070,0
R32CHN,Zone_7B Very cold Dry,urb,sub,2090,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2015,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2020,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2025,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2030,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2035,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2040,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2045,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2050,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2055,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2060,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2065,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2070,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2075,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2080,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2085,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2090,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2095,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,perm,2100,1
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2015,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2020,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2025,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2030,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2035,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2040,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2045,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2050,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2055,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2060,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2065,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2070,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2075,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2080,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2085,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2090,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2095,0
R32CHN,Zone_8A Subarctic/arctic Humid,rur,sub,2100,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2015,0.244
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2020,0.382388737
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2025,0.499349673
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2030,0.597603095
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2035,0.679869291
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2040,0.748868546
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2045,0.807321146
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2050,0.857947379
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2055,0.903180168
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2060,0.945955321
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2065,0.986187683
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2070,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2075,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2080,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2085,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2090,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2095,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2100,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2015,0.756
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2020,0.617611263
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2025,0.500650327
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2030,0.402396905
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2035,0.320130709
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2040,0.251131454
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2045,0.192678854
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2050,0.142052621
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2055,0.096819832
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2060,0.054044679
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2065,0.013812317
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2070,-5.20E-18
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2075,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2080,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2085,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2090,-1.27E-20
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2095,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2100,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2015,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2020,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2025,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2030,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2035,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2040,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2045,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2050,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2055,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2060,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,perm,2065,1
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2015,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2020,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2025,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2030,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2035,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2040,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2045,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2050,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2055,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2060,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2065,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2070,0
R32CHN,Zone_8A Subarctic/arctic Humid,urb,sub,2090,0
R32EEU,Zone_3A Warm Humid,rur,perm,2015,1
R32EEU,Zone_3A Warm Humid,rur,perm,2020,1
R32EEU,Zone_3A Warm Humid,rur,perm,2025,1
R32EEU,Zone_3A Warm Humid,rur,perm,2030,1
R32EEU,Zone_3A Warm Humid,rur,perm,2035,1
R32EEU,Zone_3A Warm Humid,rur,perm,2040,1
R32EEU,Zone_3A Warm Humid,rur,perm,2045,1
R32EEU,Zone_3A Warm Humid,rur,perm,2050,1
R32EEU,Zone_3A Warm Humid,rur,perm,2055,1
R32EEU,Zone_3A Warm Humid,rur,perm,2060,1
R32EEU,Zone_3A Warm Humid,rur,perm,2065,1
R32EEU,Zone_3A Warm Humid,rur,perm,2070,1
R32EEU,Zone_3A Warm Humid,rur,perm,2075,1
R32EEU,Zone_3A Warm Humid,rur,perm,2080,1
R32EEU,Zone_3A Warm Humid,rur,perm,2085,1
R32EEU,Zone_3A Warm Humid,rur,perm,2090,1
R32EEU,Zone_3A Warm Humid,rur,perm,2095,1
R32EEU,Zone_3A Warm Humid,rur,perm,2100,1
R32EEU,Zone_3A Warm Humid,rur,sub,2015,0
R32EEU,Zone_3A Warm Humid,rur,sub,2020,0
R32EEU,Zone_3A Warm Humid,rur,sub,2025,0
R32EEU,Zone_3A Warm Humid,rur,sub,2030,0
R32EEU,Zone_3A Warm Humid,rur,sub,2035,0
R32EEU,Zone_3A Warm Humid,rur,sub,2040,0
R32EEU,Zone_3A Warm Humid,rur,sub,2045,0
R32EEU,Zone_3A Warm Humid,rur,sub,2050,0
R32EEU,Zone_3A Warm Humid,rur,sub,2055,0
R32EEU,Zone_3A Warm Humid,rur,sub,2060,0
R32EEU,Zone_3A Warm Humid,rur,sub,2065,0
R32EEU,Zone_3A Warm Humid,rur,sub,2070,0
R32EEU,Zone_3A Warm Humid,rur,sub,2075,0
R32EEU,Zone_3A Warm Humid,rur,sub,2080,0
R32EEU,Zone_3A Warm Humid,rur,sub,2085,0
R32EEU,Zone_3A Warm Humid,rur,sub,2090,0
R32EEU,Zone_3A Warm Humid,rur,sub,2095,0
R32EEU,Zone_3A Warm Humid,rur,sub,2100,0
R32EEU,Zone_3A Warm Humid,urb,perm,2015,1
R32EEU,Zone_3A Warm Humid,urb,perm,2020,1
R32EEU,Zone_3A Warm Humid,urb,perm,2025,1
R32EEU,Zone_3A Warm Humid,urb,perm,2030,1
R32EEU,Zone_3A Warm Humid,urb,perm,2035,1
R32EEU,Zone_3A Warm Humid,urb,perm,2040,1
R32EEU,Zone_3A Warm Humid,urb,perm,2045,1
R32EEU,Zone_3A Warm Humid,urb,perm,2050,1
R32EEU,Zone_3A Warm Humid,urb,perm,2055,1
R32EEU,Zone_3A Warm Humid,urb,perm,2060,1
R32EEU,Zone_3A Warm Humid,urb,perm,2065,1
R32EEU,Zone_3A Warm Humid,urb,perm,2070,1
R32EEU,Zone_3A Warm Humid,urb,perm,2075,1
R32EEU,Zone_3A Warm Humid,urb,perm,2080,1
R32EEU,Zone_3A Warm Humid,urb,perm,2085,1
R32EEU,Zone_3A Warm Humid,urb,perm,2090,1
R32EEU,Zone_3A Warm Humid,urb,perm,2095,1
R32EEU,Zone_3A Warm Humid,urb,perm,2100,1
R32EEU,Zone_3A Warm Humid,urb,sub,2015,0
R32EEU,Zone_3A Warm Humid,urb,sub,2020,0
R32EEU,Zone_3A Warm Humid,urb,sub,2025,0
R32EEU,Zone_3A Warm Humid,urb,sub,2030,0
R32EEU,Zone_3A Warm Humid,urb,sub,2035,0
R32EEU,Zone_3A Warm Humid,urb,sub,2040,0
R32EEU,Zone_3A Warm Humid,urb,sub,2045,0
R32EEU,Zone_3A Warm Humid,urb,sub,2050,0
R32EEU,Zone_3A Warm Humid,urb,sub,2055,0
R32EEU,Zone_3A Warm Humid,urb,sub,2060,0
R32EEU,Zone_3A Warm Humid,urb,sub,2065,0
R32EEU,Zone_3A Warm Humid,urb,sub,2070,0
R32EEU,Zone_3A Warm Humid,urb,sub,2075,0
R32EEU,Zone_3A Warm Humid,urb,sub,2080,0
R32EEU,Zone_3A Warm Humid,urb,sub,2085,0
R32EEU,Zone_3A Warm Humid,urb,sub,2090,0
R32EEU,Zone_3A Warm Humid,urb,sub,2095,0
R32EEU,Zone_3A Warm Humid,urb,sub,2100,0
R32EEU,Zone_4A Mixed Humid,rur,perm,2015,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2020,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2025,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2030,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2035,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2040,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2045,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2050,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2055,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2060,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2065,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2070,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2075,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2080,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2085,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2090,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2095,1
R32EEU,Zone_4A Mixed Humid,rur,perm,2100,1
R32EEU,Zone_4A Mixed Humid,rur,sub,2015,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2020,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2025,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2030,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2035,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2040,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2045,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2050,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2055,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2060,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2065,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2070,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2075,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2080,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2085,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2090,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2095,0
R32EEU,Zone_4A Mixed Humid,rur,sub,2100,0
R32EEU,Zone_4A Mixed Humid,urb,perm,2015,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2020,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2025,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2030,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2035,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2040,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2045,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2050,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2055,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2060,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2065,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2070,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2075,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2080,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2085,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2090,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2095,1
R32EEU,Zone_4A Mixed Humid,urb,perm,2100,1
R32EEU,Zone_4A Mixed Humid,urb,sub,2015,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2020,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2025,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2030,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2035,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2040,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2045,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2050,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2055,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2060,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2065,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2070,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2075,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2080,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2085,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2090,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2095,0
R32EEU,Zone_4A Mixed Humid,urb,sub,2100,0
R32EEU,Zone_5A Cool Humid,rur,perm,2015,1
R32EEU,Zone_5A Cool Humid,rur,perm,2020,1
R32EEU,Zone_5A Cool Humid,rur,perm,2025,1
R32EEU,Zone_5A Cool Humid,rur,perm,2030,1
R32EEU,Zone_5A Cool Humid,rur,perm,2035,1
R32EEU,Zone_5A Cool Humid,rur,perm,2040,1
R32EEU,Zone_5A Cool Humid,rur,perm,2045,1
R32EEU,Zone_5A Cool Humid,rur,perm,2050,1
R32EEU,Zone_5A Cool Humid,rur,perm,2055,1
R32EEU,Zone_5A Cool Humid,rur,perm,2060,1
R32EEU,Zone_5A Cool Humid,rur,perm,2065,1
R32EEU,Zone_5A Cool Humid,rur,perm,2070,1
R32EEU,Zone_5A Cool Humid,rur,perm,2075,1
R32EEU,Zone_5A Cool Humid,rur,perm,2080,1
R32EEU,Zone_5A Cool Humid,rur,perm,2085,1
R32EEU,Zone_5A Cool Humid,rur,perm,2090,1
R32EEU,Zone_5A Cool Humid,rur,perm,2095,1
R32EEU,Zone_5A Cool Humid,rur,perm,2100,1
R32EEU,Zone_5A Cool Humid,rur,sub,2015,0
R32EEU,Zone_5A Cool Humid,rur,sub,2020,0
R32EEU,Zone_5A Cool Humid,rur,sub,2025,0
R32EEU,Zone_5A Cool Humid,rur,sub,2030,0
R32EEU,Zone_5A Cool Humid,rur,sub,2035,0
R32EEU,Zone_5A Cool Humid,rur,sub,2040,0
R32EEU,Zone_5A Cool Humid,rur,sub,2045,0
R32EEU,Zone_5A Cool Humid,rur,sub,2050,0
R32EEU,Zone_5A Cool Humid,rur,sub,2055,0
R32EEU,Zone_5A Cool Humid,rur,sub,2060,0
R32EEU,Zone_5A Cool Humid,rur,sub,2065,0
R32EEU,Zone_5A Cool Humid,rur,sub,2070,0
R32EEU,Zone_5A Cool Humid,rur,sub,2075,0
R32EEU,Zone_5A Cool Humid,rur,sub,2080,0
R32EEU,Zone_5A Cool Humid,rur,sub,2085,0
R32EEU,Zone_5A Cool Humid,rur,sub,2090,0
R32EEU,Zone_5A Cool Humid,rur,sub,2095,0
R32EEU,Zone_5A Cool Humid,rur,sub,2100,0
R32EEU,Zone_5A Cool Humid,urb,perm,2015,1
R32EEU,Zone_5A Cool Humid,urb,perm,2020,1
R32EEU,Zone_5A Cool Humid,urb,perm,2025,1
R32EEU,Zone_5A Cool Humid,urb,perm,2030,1
R32EEU,Zone_5A Cool Humid,urb,perm,2035,1
R32EEU,Zone_5A Cool Humid,urb,perm,2040,1
R32EEU,Zone_5A Cool Humid,urb,perm,2045,1
R32EEU,Zone_5A Cool Humid,urb,perm,2050,1
R32EEU,Zone_5A Cool Humid,urb,perm,2055,1
R32EEU,Zone_5A Cool Humid,urb,perm,2060,1
R32EEU,Zone_5A Cool Humid,urb,perm,2065,1
R32EEU,Zone_5A Cool Humid,urb,perm,2070,1
R32EEU,Zone_5A Cool Humid,urb,perm,2075,1
R32EEU,Zone_5A Cool Humid,urb,perm,2080,1
R32EEU,Zone_5A Cool Humid,urb,perm,2085,1
R32EEU,Zone_5A Cool Humid,urb,perm,2090,1
R32EEU,Zone_5A Cool Humid,urb,perm,2095,1
R32EEU,Zone_5A Cool Humid,urb,perm,2100,1
R32EEU,Zone_5A Cool Humid,urb,sub,2015,0
R32EEU,Zone_5A Cool Humid,urb,sub,2020,0
R32EEU,Zone_5A Cool Humid,urb,sub,2025,0
R32EEU,Zone_5A Cool Humid,urb,sub,2030,0
R32EEU,Zone_5A Cool Humid,urb,sub,2035,0
R32EEU,Zone_5A Cool Humid,urb,sub,2040,0
R32EEU,Zone_5A Cool Humid,urb,sub,2045,0
R32EEU,Zone_5A Cool Humid,urb,sub,2050,0
R32EEU,Zone_5A Cool Humid,urb,sub,2055,0
R32EEU,Zone_5A Cool Humid,urb,sub,2060,0
R32EEU,Zone_5A Cool Humid,urb,sub,2065,0
R32EEU,Zone_5A Cool Humid,urb,sub,2070,0
R32EEU,Zone_5A Cool Humid,urb,sub,2075,0
R32EEU,Zone_5A Cool Humid,urb,sub,2080,0
R32EEU,Zone_5A Cool Humid,urb,sub,2085,0
R32EEU,Zone_5A Cool Humid,urb,sub,2090,0
R32EEU,Zone_5A Cool Humid,urb,sub,2095,0
R32EEU,Zone_5A Cool Humid,urb,sub,2100,0
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2015,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2020,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2025,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2030,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2035,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2040,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2045,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2050,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2055,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2060,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2065,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2070,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2075,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2080,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2085,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2090,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2095,1
R32EEU-FSU,Zone_5A Cool Humid,rur,perm,2100,1
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2015,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2020,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2025,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2030,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2035,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2040,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2045,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2050,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2055,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2060,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2065,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2070,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2075,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2080,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2085,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2090,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2095,0
R32EEU-FSU,Zone_5A Cool Humid,rur,sub,2100,0
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2015,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2020,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2025,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2030,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2035,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2040,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2045,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2050,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2055,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2060,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2065,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2070,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2075,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2080,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2085,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2090,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2095,1
R32EEU-FSU,Zone_5A Cool Humid,urb,perm,2100,1
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2015,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2020,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2025,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2030,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2035,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2040,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2045,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2050,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2055,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2060,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2065,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2070,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2075,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2080,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2085,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2090,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2095,0
R32EEU-FSU,Zone_5A Cool Humid,urb,sub,2100,0
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2015,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2020,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2025,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2030,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2035,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2040,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2045,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2050,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2055,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2060,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2065,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2070,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2075,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2080,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2085,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2090,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2095,1
R32EEU-FSU,Zone_6A Cold Humid,rur,perm,2100,1
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2015,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2020,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2025,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2030,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2035,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2040,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2045,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2050,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2055,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2060,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2065,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2070,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2075,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2080,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2085,0
R32EEU-FSU,Zone_6A Cold Humid,rur,sub,2090,0
