region_bld,region_gea,urt,arch,material,year,value
C-EEU-ROU,EEU,rur,mfh,glass,2100,3.1
C-EEU-ROU,EEU,rur,mfh,steel,2020,52.60229133
C-EEU-ROU,EEU,rur,mfh,steel,2025,52.60229133
C-EEU-ROU,EEU,rur,mfh,steel,2030,52.104107500168
C-EEU-ROU,EEU,rur,mfh,steel,2035,50.91613067518399
C-EEU-ROU,EEU,rur,mfh,steel,2040,49.498222851816
C-EEU-ROU,EEU,rur,mfh,steel,2045,48.310246026832004
C-EEU-ROU,EEU,rur,mfh,steel,2050,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2055,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2060,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2065,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2070,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2075,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2080,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2085,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2090,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2095,47.812062197
C-EEU-ROU,EEU,rur,mfh,steel,2100,47.812062197
C-EEU-ROU,EEU,rur,mfh,wood,2020,19
C-EEU-ROU,EEU,rur,mfh,wood,2025,19
C-EEU-ROU,EEU,rur,mfh,wood,2030,20.076400000000003
C-EEU-ROU,EEU,rur,mfh,wood,2035,22.6432
C-EEU-ROU,EEU,rur,mfh,wood,2040,25.7068
C-EEU-ROU,EEU,rur,mfh,wood,2045,28.273600000000002
C-EEU-ROU,EEU,rur,mfh,wood,2050,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2055,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2060,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2065,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2070,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2075,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2080,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2085,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2090,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2095,29.35
C-EEU-ROU,EEU,rur,mfh,wood,2100,29.35
C-EEU-ROU,EEU,rur,sfh,aluminum,2020,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2025,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2030,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2035,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2040,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2045,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2050,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2055,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2060,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2065,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2070,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2075,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2080,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2085,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2090,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2095,0.49
C-EEU-ROU,EEU,rur,sfh,aluminum,2100,0.49
C-EEU-ROU,EEU,rur,sfh,brick,2020,693.3333333333334
C-EEU-ROU,EEU,rur,sfh,brick,2025,693.3333333333334
C-EEU-ROU,EEU,rur,sfh,brick,2030,686.7362666666668
C-EEU-ROU,EEU,rur,sfh,brick,2035,671.0048
C-EEU-ROU,EEU,rur,sfh,brick,2040,652.2285333333334
C-EEU-ROU,EEU,rur,sfh,brick,2045,636.4970666666667
C-EEU-ROU,EEU,rur,sfh,brick,2050,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2055,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2060,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2065,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2070,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2075,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2080,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2085,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2090,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2095,629.9
C-EEU-ROU,EEU,rur,sfh,brick,2100,629.9
C-EEU-ROU,EEU,rur,sfh,concrete,2020,608.9187123368765
C-EEU-ROU,EEU,rur,sfh,concrete,2025,608.9187123368765
C-EEU-ROU,EEU,rur,sfh,concrete,2030,603.740357728573
C-EEU-ROU,EEU,rur,sfh,concrete,2035,591.3919736626184
C-EEU-ROU,EEU,rur,sfh,concrete,2040,576.653579777447
C-EEU-ROU,EEU,rur,sfh,concrete,2045,564.3051957114924
C-EEU-ROU,EEU,rur,sfh,concrete,2050,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2055,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2060,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2065,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2070,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2075,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2080,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2085,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2090,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2095,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,concrete,2100,559.1268411031889
C-EEU-ROU,EEU,rur,sfh,copper,2020,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2025,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2030,0.18289549500000002
C-EEU-ROU,EEU,rur,sfh,copper,2035,0.18289549499999996
C-EEU-ROU,EEU,rur,sfh,copper,2040,0.18289549500000002
C-EEU-ROU,EEU,rur,sfh,copper,2045,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2050,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2055,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2060,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2065,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2070,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2075,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2080,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2085,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2090,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2095,0.182895495
C-EEU-ROU,EEU,rur,sfh,copper,2100,0.182895495
C-EEU-ROU,EEU,rur,sfh,glass,2020,5.78634356181975
C-EEU-ROU,EEU,rur,sfh,glass,2025,5.78634356181975
C-EEU-ROU,EEU,rur,sfh,glass,2030,5.758187272153625
C-EEU-ROU,EEU,rur,sfh,glass,2035,5.691045350642095
C-EEU-ROU,EEU,rur,sfh,glass,2040,5.610908218515431
C-EEU-ROU,EEU,rur,sfh,glass,2045,5.5437662970039
C-EEU-ROU,EEU,rur,sfh,glass,2050,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2055,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2060,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2065,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2070,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2075,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2080,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2085,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2090,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2095,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,glass,2100,5.515610007337775
C-EEU-ROU,EEU,rur,sfh,steel,2020,10.4705702050764
C-EEU-ROU,EEU,rur,sfh,steel,2025,10.4705702050764
C-EEU-ROU,EEU,rur,sfh,steel,2030,10.423036274943607
C-EEU-ROU,EEU,rur,sfh,steel,2035,10.309686133857712
C-EEU-ROU,EEU,rur,sfh,steel,2040,10.17439725578745
C-EEU-ROU,EEU,rur,sfh,steel,2045,10.061047114701555
C-EEU-ROU,EEU,rur,sfh,steel,2050,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2055,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2060,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2065,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2070,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2075,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2080,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2085,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2090,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2095,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,steel,2100,10.01351318456876
C-EEU-ROU,EEU,rur,sfh,wood,2020,38.88563689996765
C-EEU-ROU,EEU,rur,sfh,wood,2025,38.88563689996765
C-EEU-ROU,EEU,rur,sfh,wood,2030,39.23314627620799
C-EEU-ROU,EEU,rur,sfh,wood,2035,40.06182248108879
C-EEU-ROU,EEU,rur,sfh,wood,2040,41.05088762884975
C-EEU-ROU,EEU,rur,sfh,wood,2045,41.87956383373055
C-EEU-ROU,EEU,rur,sfh,wood,2050,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2055,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2060,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2065,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2070,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2075,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2080,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2085,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2090,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2095,42.22707320997088
C-EEU-ROU,EEU,rur,sfh,wood,2100,42.22707320997088
C-EEU-ROU,EEU,urb,mfh,aluminum,2020,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2025,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2030,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2035,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2040,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2045,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2050,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2055,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2060,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2065,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2070,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2075,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2080,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2085,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2090,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2095,0.49
C-EEU-ROU,EEU,urb,mfh,aluminum,2100,0.49
C-EEU-ROU,EEU,urb,mfh,brick,2020,257.375
C-EEU-ROU,EEU,urb,mfh,brick,2025,257.375
C-EEU-ROU,EEU,urb,mfh,brick,2030,255.61350000000002
C-EEU-ROU,EEU,urb,mfh,brick,2035,251.413
C-EEU-ROU,EEU,urb,mfh,brick,2040,246.39950000000002
C-EEU-ROU,EEU,urb,mfh,brick,2045,242.199
C-EEU-ROU,EEU,urb,mfh,brick,2050,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2055,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2060,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2065,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2070,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2075,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2080,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2085,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2090,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2095,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,brick,2100,240.43750000000003
C-EEU-ROU,EEU,urb,mfh,concrete,2020,961.2234494
C-EEU-ROU,EEU,urb,mfh,concrete,2025,961.2234494
C-EEU-ROU,EEU,urb,mfh,concrete,2030,952.3572055262401
C-EEU-ROU,EEU,urb,mfh,concrete,2035,931.21462398112
C-EEU-ROU,EEU,urb,mfh,concrete,2040,905.9799298788801
C-EEU-ROU,EEU,urb,mfh,concrete,2045,884.83734833376
C-EEU-ROU,EEU,urb,mfh,concrete,2050,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2055,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2060,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2065,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2070,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2075,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2080,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2085,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2090,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2095,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,concrete,2100,875.9711044600001
C-EEU-ROU,EEU,urb,mfh,copper,2020,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2025,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2030,0.18289549500000002
C-EEU-ROU,EEU,urb,mfh,copper,2035,0.18289549499999996
C-EEU-ROU,EEU,urb,mfh,copper,2040,0.18289549500000002
C-EEU-ROU,EEU,urb,mfh,copper,2045,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2050,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2055,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2060,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2065,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2070,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2075,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2080,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2085,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2090,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2095,0.182895495
C-EEU-ROU,EEU,urb,mfh,copper,2100,0.182895495
C-EEU-ROU,EEU,urb,mfh,glass,2020,3
C-EEU-ROU,EEU,urb,mfh,glass,2025,3
C-EEU-ROU,EEU,urb,mfh,glass,2030,3.0103999999999997
C-EEU-ROU,EEU,urb,mfh,glass,2035,3.0352
C-EEU-ROU,EEU,urb,mfh,glass,2040,3.0648
C-EEU-ROU,EEU,urb,mfh,glass,2045,3.0896
C-EEU-ROU,EEU,urb,mfh,glass,2050,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2055,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2060,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2065,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2070,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2075,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2080,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2085,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2090,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2095,3.1
C-EEU-ROU,EEU,urb,mfh,glass,2100,3.1
C-EEU-ROU,EEU,urb,mfh,steel,2020,52.60229133
C-EEU-ROU,EEU,urb,mfh,steel,2025,52.60229133
C-EEU-ROU,EEU,urb,mfh,steel,2030,52.104107500168
C-EEU-ROU,EEU,urb,mfh,steel,2035,50.91613067518399
C-EEU-ROU,EEU,urb,mfh,steel,2040,49.498222851816
C-EEU-ROU,EEU,urb,mfh,steel,2045,48.310246026832004
C-EEU-ROU,EEU,urb,mfh,steel,2050,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2055,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2060,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2065,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2070,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2075,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2080,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2085,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2090,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2095,47.812062197
C-EEU-ROU,EEU,urb,mfh,steel,2100,47.812062197
C-EEU-ROU,EEU,urb,mfh,wood,2020,19
C-EEU-ROU,EEU,urb,mfh,wood,2025,19
C-EEU-ROU,EEU,urb,mfh,wood,2030,20.076400000000003
C-EEU-ROU,EEU,urb,mfh,wood,2035,22.6432
C-EEU-ROU,EEU,urb,mfh,wood,2040,25.7068
C-EEU-ROU,EEU,urb,mfh,wood,2045,28.273600000000002
C-EEU-ROU,EEU,urb,mfh,wood,2050,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2055,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2060,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2065,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2070,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2075,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2080,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2085,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2090,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2095,29.35
C-EEU-ROU,EEU,urb,mfh,wood,2100,29.35
C-EEU-ROU,EEU,urb,sfh,aluminum,2020,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2025,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2030,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2035,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2040,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2045,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2050,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2055,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2060,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2065,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2070,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2075,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2080,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2085,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2090,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2095,0.49
C-EEU-ROU,EEU,urb,sfh,aluminum,2100,0.49
C-EEU-ROU,EEU,urb,sfh,brick,2020,693.3333333333334
C-EEU-ROU,EEU,urb,sfh,brick,2025,693.3333333333334
C-EEU-ROU,EEU,urb,sfh,brick,2030,686.7362666666668
C-EEU-ROU,EEU,urb,sfh,brick,2035,671.0048
C-EEU-ROU,EEU,urb,sfh,brick,2040,652.2285333333334
C-EEU-ROU,EEU,urb,sfh,brick,2045,636.4970666666667
C-EEU-ROU,EEU,urb,sfh,brick,2050,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2055,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2060,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2065,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2070,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2075,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2080,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2085,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2090,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2095,629.9
C-EEU-ROU,EEU,urb,sfh,brick,2100,629.9
C-EEU-ROU,EEU,urb,sfh,concrete,2020,608.9187123368765
C-EEU-ROU,EEU,urb,sfh,concrete,2025,608.9187123368765
C-EEU-ROU,EEU,urb,sfh,concrete,2030,603.740357728573
C-EEU-ROU,EEU,urb,sfh,concrete,2035,591.3919736626184
C-EEU-ROU,EEU,urb,sfh,concrete,2040,576.653579777447
C-EEU-ROU,EEU,urb,sfh,concrete,2045,564.3051957114924
C-EEU-ROU,EEU,urb,sfh,concrete,2050,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2055,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2060,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2065,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2070,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2075,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2080,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2085,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2090,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2095,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,concrete,2100,559.1268411031889
C-EEU-ROU,EEU,urb,sfh,copper,2020,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2025,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2030,0.18289549500000002
C-EEU-ROU,EEU,urb,sfh,copper,2035,0.18289549499999996
C-EEU-ROU,EEU,urb,sfh,copper,2040,0.18289549500000002
C-EEU-ROU,EEU,urb,sfh,copper,2045,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2050,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2055,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2060,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2065,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2070,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2075,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2080,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2085,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2090,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2095,0.182895495
C-EEU-ROU,EEU,urb,sfh,copper,2100,0.182895495
C-EEU-ROU,EEU,urb,sfh,glass,2020,5.78634356181975
C-EEU-ROU,EEU,urb,sfh,glass,2025,5.78634356181975
C-EEU-ROU,EEU,urb,sfh,glass,2030,5.758187272153625
C-EEU-ROU,EEU,urb,sfh,glass,2035,5.691045350642095
C-EEU-ROU,EEU,urb,sfh,glass,2040,5.610908218515431
C-EEU-ROU,EEU,urb,sfh,glass,2045,5.5437662970039
C-EEU-ROU,EEU,urb,sfh,glass,2050,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2055,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2060,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2065,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2070,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2075,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2080,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2085,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2090,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2095,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,glass,2100,5.515610007337775
C-EEU-ROU,EEU,urb,sfh,steel,2020,10.4705702050764
C-EEU-ROU,EEU,urb,sfh,steel,2025,10.4705702050764
C-EEU-ROU,EEU,urb,sfh,steel,2030,10.423036274943607
C-EEU-ROU,EEU,urb,sfh,steel,2035,10.309686133857712
C-EEU-ROU,EEU,urb,sfh,steel,2040,10.17439725578745
C-EEU-ROU,EEU,urb,sfh,steel,2045,10.061047114701555
C-EEU-ROU,EEU,urb,sfh,steel,2050,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2055,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2060,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2065,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2070,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2075,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2080,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2085,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2090,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2095,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,steel,2100,10.01351318456876
C-EEU-ROU,EEU,urb,sfh,wood,2020,38.88563689996765
C-EEU-ROU,EEU,urb,sfh,wood,2025,38.88563689996765
C-EEU-ROU,EEU,urb,sfh,wood,2030,39.23314627620799
C-EEU-ROU,EEU,urb,sfh,wood,2035,40.06182248108879
C-EEU-ROU,EEU,urb,sfh,wood,2040,41.05088762884975
C-EEU-ROU,EEU,urb,sfh,wood,2045,41.87956383373055
C-EEU-ROU,EEU,urb,sfh,wood,2050,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2055,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2060,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2065,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2070,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2075,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2080,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2085,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2090,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2095,42.22707320997088
C-EEU-ROU,EEU,urb,sfh,wood,2100,42.22707320997088
C-EEU-SVK,EEU,rur,mfh,aluminum,2020,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2025,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2030,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2035,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2040,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2045,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2050,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2055,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2060,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2065,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2070,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2075,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2080,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2085,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2090,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2095,0.49
C-EEU-SVK,EEU,rur,mfh,aluminum,2100,0.49
C-EEU-SVK,EEU,rur,mfh,brick,2020,257.375
C-EEU-SVK,EEU,rur,mfh,brick,2025,257.375
C-EEU-SVK,EEU,rur,mfh,brick,2030,255.61350000000002
C-EEU-SVK,EEU,rur,mfh,brick,2035,251.413
C-EEU-SVK,EEU,rur,mfh,brick,2040,246.39950000000002
