region_gea,fuel,year,value
WEU,gas,2100,56.1
WEU,oil,2015,73.3
WEU,oil,2020,73.3
WEU,oil,2025,73.3
WEU,oil,2030,73.3
WEU,oil,2035,73.3
WEU,oil,2040,73.3
WEU,oil,2045,73.3
WEU,oil,2050,73.3
WEU,oil,2055,73.3
WEU,oil,2060,73.3
WEU,oil,2070,73.3
WEU,oil,2080,73.3
WEU,oil,2090,73.3
WEU,oil,2100,73.3
